score,sentence1,sentence2
2,"A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.","A few miles west are the pyramids of Teotihuacan, where corn may first have been domesticated 4,000 years ago."
2,"The confusion capped a tumultuous week for the list, which is intended to block about 80 percent of telemarketing calls.",The free service was originally intended to block about 80 percent of telemarketer calls.
2,"""Our strong preference is to achieve a financial restructuring out of court, and we remain hopeful we can do so,"" chief executive Marce Fuller said.","""Our strong preference is to achieve a financial restructuring out of court,"" Mirant CEO Marce Fuller said in a prepared statement early Friday."
2,Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.,The executives fined included former Chief Executives Paul A. Allaire and G. Richard Thoman as well as former Chief Financial Officer Barry Romeril.
2,"Chera Larkins, 32, of Manhattan, charged with three sham marriages, is also charged with perjury and filing a false instrument.","Chera Larkins, 32, of Manhattan, charged with perjury and filing a false instrument in three marriage applications."
1,It estimated on Thursday it has a 51 percent market share in Europe.,Boston Scientific said it has gained 51 percent of the coated-stent market in Europe.
2,The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.,"The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds."
0,"The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.","The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52."
1,Mr Morse is charged with assault and Mr Darvish is charged with filing a false report.,His partner Bijan Darvish is charged with filing a false police report.
2,"The third appointment was to a new job, executive vice president and chief staff officer.","Bruce N. Hawthorne, 53, was named executive vice president and chief staff officer."
0,"Analysts had been expecting a net loss of 54 cents a share, according to Thomson First Call.","Analysts had forecast second quarter sales of $614 million, according to the Thomson First Call Web site."
2,The district also sent letters yesterday informing parents of the situation.,Parents received letters informing them of the possible contamination yesterday.
2,Richard Grasso quit as chairman last week after losing the support of his board amid public furor over his $140 million pay package.,Grasso quit last week in the wake of a firestorm of criticism over his $140 million compensation package.
2,"The new servers will run either Linux or the x86 version of Solaris, he said.",The servers can run Solaris x86 operating system or the standard Linux operating system.
2,"Sliding down the ice, Moriarty and Carella hit the spongy, rocky floor of the river and immediately felt the pull.","Sliding down the embankment, the two rescuers hit the spongy, rocky floor of the river and immediately felt the pull."
2,Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.,"Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree."
2,Mr. Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association.,Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association.
2,"It seemed like an isolated incident,"" said Ariel Dean of Washington D.C., who earned a degree in political science.","It seemed like an isolated incident,'' said graduate Ariel Dean of Washington, D.C."
0,The jury awarded TVT about $23 million in compensatory damages and roughly $108 million in punitive damages.,"TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said."
0,"TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.",The damages included $24 million in compensatory damages and $52 million in punitive damages for IDJ.
2,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.,The two Democrats on the five-member FCC held a news conference to sway opinion against Powell and the panel's two other Republicans.
0,Unit volumes also set a record as notebooks accounted for more than 40 percent of sales.,"In May 2002, LCDs accounted for only 22 percent of monitor sales."
2,"Besides battling its sales slump, Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed.","Besides a sales slump, Siebel is sparring with some shareholders over management stock option windfalls."
2,Stanford (51-17) and Rice (57-12) will play for the national championship tonight.,Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.
2,"A 32-count indictment ""strikes at one of the very top targets in the drug trafficking world,"" U.S. Attorney Marcos Jimenez said.","The newly unsealed 32-count indictment alleges money laundering and conspiracy and ""strikes at one of the very top targets in the drug-trafficking world,"" Jiménez said."
0,A soldier was killed Monday and another wounded when their convoy was ambushed in northern Iraq.,"On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq."
0,"A cost analysis is under way, said Michael Rebell, CFE's executive director.","""We're not looking for a Robin Hood remedy,"" said Michael Rebell, the campaign's executive director."
2,"I was going to the court believing I could do this, only if I played my best tennis.","""I was believing that I was confident I could do this, but only in the case I would play my best tennis."
2,"Dotson told FBI agents that he shot Dennehy after the player tried to shoot him, according to the arrest warrant affidavit.","Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him, according to the arrest warrant affidavit."
2,"Dogs, he said, are second only to humans in the thoroughness of medical understanding and research.",He said that dogs are second only to humans in terms of being the subject of medical research.
0,"The stock rose $2.11, or about 11 percent, to close on Friday at $21.51 on the New York Stock Exchange.",PG&E Corp. shares jumped $1.63 or 8 percent to $21.03 on the New York Stock Exchange on Friday.
2,Eric Gagne earned his 17th save in as many opportunities as he struck out three in the ninth and allowed only an infield single by Greg Norton.,Closer Eric Gagne earned his 17th save in as many opportunities as he struck out three of the four batters he faced in the ninth.
2,Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.
0,"Not counting energy prices, wholesale prices were down 0.9 percent.","Energy prices dropped by 8.6 percent, the biggest decline since July 1986."
2,The spacecraft is scheduled to blast off as early as tomorrow or as late as Friday from the Jiuquan launching site in the Gobi Desert.,The spacecraft is scheduled to blast off between next Wednesday and Friday from a launching site in the Gobi Desert.
1,"Hong Kong was flat, Australia , Singapore and South Korea lost 0.2-0.4 percent.","Australia was flat, Singapore was down 0.3 percent by midday and South Korea added 0.2 percent."
2,"SUVs parked on residential streets in Monrovia were tagged with ""ELF"" and other slogans, and another was set ablaze in front of a house, Sgt. Tom Wright said.","Several SUVs parked on residential streets in Monrovia were tagged with ``ELF'' and other slogans, said Sgt. Tom Wright."
2,At least 11 more cases in Indiana and three in Illinois are suspected.,There’s also at least three suspected cases in Illinois and 11 in Indiana.
2,"The pill, which they call the ""polypill,"" would contain aspirin, a cholesterol-lowering drug, three blood pressure-lowering drugs at half the standard dose and folic acid.","The ingredients of such a polypill would contain aspirin, a cholesterol-lowering statin, three blood pressure-lowering agents in half dose, and folic acid."
2,"""They drive around in their cars, while people are being killed 500 metres away,"" he said on Sunday.","""What they are doing right now is they drive around in their cars, while people are being killed 500 metres away."
2,"At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.",At the hearing he pleaded not guilty to the burial service fraud and false statements charges.
0,"Still, revenues from the extra premiums would not be huge.",How would the extra premiums be collected?
2,Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.,Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.
2,"Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs, which came after Berlusconi compared a German politician to a Nazi concentration camp guard.",Stefani's remarks further stoked tension after Italian Prime Minister Silvio Berlusconi last week compared a German member of the European Parliament to a Nazi concentration camp guard.
1,"Dell's OpenManage software includes Dell Update Packages with SMS to help automate the management of server hardware, applications and operating systems patches with a single tool.","The update packages help ""automate the management of server hardware, applications and operating systems patches using one tool,"" which is unpleasantly vague."
2,"He'll be swept over any minute or just die of the cold, Moriarty thought.","From the top of the embankment, Moriarty thought, ""He'll be swept over any minute or just die of the cold."""
2,LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.,The rebels are also calling for the deployment of a U.S.-led peacekeeping force.
2,"KEDO Spokesman, Roland Tricot said: ""The executive board decided to refer this question to capitals.","""The executive board decided to refer this to the capitals,"" the Korean Energy Development Organization said."
1,"Benchmark Treasury 10-year notes gained 17/32, yielding 4.015 percent.","The benchmark 10-year note was recently down 17/32, to yield 4.067 percent."
2,Prosecutors did an about-face in May and asked that the autopsy reports be unsealed after portions of Conner Peterson's autopsy report favorable to the defense were leaked to the media.,They asked that the autopsy reports be unsealed after portions of the autopsy report on Peterson's unborn son that were favorable to the defense were leaked to the media.
0,"Volume was moderate at 827.68 million shares, up from 798.95 million at the same point Tuesday.","Volume came to 439.66 million shares, below 450.39 million at the same point Wednesday."
2,"Penn Traffic's stock closed at 36 cents per share on Wednesday on Nasdaq, up two cents.","Penn Traffic stock closed Wednesday at 36 cents, up 2 cents, or 6.2 percent, from Tuesday's close."
1,Hotly contested legislation that would change the state's takeover law and help a Michigan-based development company fend off a takeover cleared the state Senate on Thursday.,Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $1-billion takeover won committee approval Tuesday.
2,"However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them."
0,The family owns Cheetahs strip clubs here and in Las Vegas.,The searches were conducted simultaneously with raids on strip clubs in San Diego and Las Vegas.
0,"The new bill would have Medicare cover 95 percent of drug costs over $5,100.","Above that, seniors would be responsible for 100 percent of drug costs until the out-of-pocket total reaches $3,600."
2,"Several thousand 3rd Infantry troops, including the 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week.","A few thousand troops, most from the division's 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week, with flights continuing through Friday."
2,Prairie dogs sold as exotic pets are believed to have been infected in an Illinois pet shop by a Gambian giant rat imported from Africa.,Prairie dogs are believed to have become infected in a pet shop through a Gambian rat imported from Africa.
2,The defense cannot appeal Roush's ruling until after the trial.,"Defense lawyers cannot appeal the ruling until after trial, in the appellate courts."
1,The committee was appointed by Defense Secretary Donald Rumsfeld under orders from Congress.,The public hearing is the second for the panel created by Defense Secretary Donald Rumsfeld under pressure from Congress.
2,"Former Indiana Rep. Frank McCloskey, 64, died Sunday in Bloomington after a battle with bladder cancer.",McCloskey died Sunday afternoon in his home after a year-long battle with bladder cancer.
2,Hospitals and the Red Cross appealed to blood donors yesterday.,The Connecticut Hospital Association joined the Red Cross Monday in calling for more blood donors.
2,mexico wishes to guarantee citizens' safety. ,mexico wishes to avoid more violence.
2,spain currently holds the rotating presidency of the osce. ,spain currently holds the osce's presidency.
2,the treaty was first signed in 1990. ,the cfe treaty was signed in 1990.
2,gorgich and pashtoon were executed in prison. ,gorgich and pashtoon were executed for trafficking heroin in sistan-baluchestan province.
0,safe bourada was sentenced to 15 years in prison. ,djamel badaoui was sentenced to five years.
2,santos stated the radioactive material was the primary basis for generating crude weapons of mass destruction and terrorism. ,uranium is a radioactive material which is the primary basis for generating dirty weapons of mass destruction and terrorism.
2,fulvio berghella stated that the digital worm named sq hell was particularly virulent and replicated itself at the rate of 8000 times an hour. ,fulvio berghella stated that the digital worm named sq hell has a very high capacity to replicate itself and the digital worm named sq hell is slowing down the poste italiane computer network and making some computers inoperable.
0,ingo kober stated there is larger interest in intellectual property rights now than 20 or 30 years ago. ,ingo kober stated that some nations had stronger intellectual property rights than others.
2,investigators claim the british company was a cia cover. ,russian investigators stated that the british company was a cia cover.
0,russia and nato member countries will hold meetings this fall on the conventional forces in europe treaty (cfe). ,russian parliament voted unanimously to suspend russia's participation in the conventional forces in europe (cfe) treaty.
2,the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia. ,the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.
0,russia would not immediately increase military strength along russian borders. ,russia would not hesitate to increase military strength along russian borders if the need arises.
1,the center will be operational in august 2008. ,the center will formally open in 2009.
2,brazilian police surrounding slums north of rio de janeiro to rid them of violent drug traffickers. ,the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs.
2,regional and international non-proliferation issues should be addressed through dialogue and negotiations. ,the second proposal was that regional and international non-proliferation issues should be addressed through dialogue and negotiations.
1,bombing occurred in afghanistan as attacks by anti-government insurgents increase in recent days. ,a bombing occurred in afghanistan but police have not yet stated who is responsible.
2,georgian government websites are under intense cyber attack following russian military strikes against georgia late last week. ,the cyber attacks follow russian military strikes launched against georgia late last week.
2,switzerland's trade and diplomatic relations with iran have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a deal with iran's state gas firm. ,switzerland's trade and diplomatic relations with the islamic republic have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a gas deal.
1,"the conventional forces in europe treaty limits the number of military aircraft, tanks and other non-nuclear heavy weapons in europe. ",the conventional forces in europe treaty was signed by russian and nato members in 1990.
2,the african union has proposed a peacekeeping mission to help somalia's struggling transitional government stabilize somalia. ,"the african union has proposed a peacekeeping mission to aid the struggling transitional government in stabilizing somalia, particularly after the withdrawal of ethiopian forces."
2,reports state that the syrian government was concealing a nuclear facility at the attacked site. ,u.n. experts have begun analyzing reports that state the syrian government was concealing a nuclear facility at the attacked site.
2,the drug is also known as ice or shabu. ,methamphetamine is also known as ice.
2,"national, regional and international efforts to end the illicit trade in small arms and light weapons. ",the global community must cooperate to end illicit trade of small arms and light weapons.
2,religious extremism continues in pakistan despite the banning of militant groups. ,religious extremism continues in pakistan despite the banning of militant groups by the pakistani government.
2,russian officials have called for a conference on the conventional forces in europe treaty to discuss ratification of the amended treaty. ,antonov spoke the day before a conference on the conventional forces in europe treaty.
2,russian president putin signs decree suspending russia's application of european arms control treaty. ,president vladimir putin signed a decree suspending russia's participation in the conventional forces in europe treaty.
2,myanmar was formerly known as burma. ,myanmar was formerly called burma.
0,alto huallaga is located northeast of the capital lima. ,"puerto cabezas is located 557 km northeast of managua, nicaragua."
2,nato regrets russia's decision to suspend participation in the cfe. ,russia's decision to suspend participation in the cfe is a step in the wrong direction.
2,"human rights violations in myanmar include summary executions, torture and the recruitment of child soldiers. ","these human rights violations include summary executions, torture and the recruitment of child"
1,general nikolai n. urakov stated by telephone that the state scientific center of applied microbiology has quite reliable systems of protection in case of emergency. ,general nikolai n. urakov is the longtime director of the the state scientific center of applied microbiology.
2,alstom is in competition with japanese and german countries for the contract. ,alstom is competing against japanese company shinkansen and german company ice for the contract.
2,the legislation is the most recent effort by japan to ascribe more freedom to its tightly controlled military and would overturn a ban on the military use of space. ,the legislation is the most recent effort by japan to ascribe more freedom to the tightly controlled military technically known as a self-defense force.
0,south korea launches new bullet train reaching 300 kph. ,south korea has had a bullet train system since the 1980s.
1,russia is a member of the quartet on the middle east. ,russia is a member of the nsg.
2,anatoly sokolov announced-- soviet-built a-135 missile defense system around moscow is obsolete and inefficient. ,soviet-built a-135 missile defense system around moscow is obsolete and inefficient.
0,the deal has been in process for several years. ,the iaea has been investigating iran's nuclear activities for 4 years.
2,adherence to non-proliferation obligations will enhance mutual trust and foster international cooperation in nuclear energy. ,zhang yan stated that all countries should abide by non-proliferation obligations in order to enhance mutual trust and create a sound environment for international cooperation in nuclear energy.
2,french energy and transport company alstom may sign a contract to build a high-speed rail link between beijing and shanghai. ,alstom may sign a contract to build a high-speed rail link between beijing and shanghai.
0,no other drug has become as integral in decades. ,the drug has been around in other forms for years.
2,the international atomic energy agency reached an agreement with iranian officials that stated there were no remaining issues and ambiguities regarding iran's nuclear program and activities. ,the accord said that there were no remaining issues and ambiguities regarding iran's nuclear program and activities.
2,beijing police apprehend more than 20 people including 8 foreigners in suspicion of using and trafficking drugs in 2 pubs in a popular downtown area. ,beijing police apprehended more than 20 people in suspicion of using and trafficking drugs in 2 downtown bars.
2,russia ratified the updated treaty in 2004 but the united states and other nato members have refused to do so arguing that moscow must first fulfill obligations to withdraw forces from georgia and from moldova's separatist region of trans-dniester. ,russia has ratified the amended version but the united states and other nato members have refused to do so until the russian government withdraws troops from the former soviet republics of moldova and georgia.
2,there is conflicting opinion as to the extent of damage suffered by the insurgency. ,violence continues despite conflicting opinion on the extent of damage suffered by the rebel groups.
2,helmand province is the world's largest opium-producing region. ,helmand province is the world's largest producer of opium.
0,police stated tsai wen-huang would be extradited to taiwan. ,police stated that-- chung has been on the run.
0,2 of the individuals arrested were released. ,2 of the zambians arrested are juveniles.
2,mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa due to the high degree of organized crime and drug trafficking. ,mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa to fight drug trafficking.
0,berlin will host top-level meetings in october to save key european arms control treaty conventional forces in europe (cfe). ,russia suspended its participation in a key european arms control treaty that governs deployment of troops in europe.
0,the osce meeting lasted two days. ,the osce meeting was held in madrid.
2,the cfe treaty was signed in 1990. ,the cfe treaty was established in 1990.
2,iran insists that the program is aimed solely at peaceful pursuits such as the generation of ,iran insists that its nuclear program is for peaceful purposes
2,china is an important force for safeguarding world peace. ,china is an important force for promoting world development.
2,north korea denies involvement in any nuclear program in syria. ,north korea denies involvement in any syrian nuclear project.
0,a spokesman for stockwell day was not immediately available for ,chinese authorities were not immediately available for comment.
2,kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington. ,kim myong-chol stated that north korea would retaliate with a nuclear missile attack on major cities such as new york and washington dc.
2,iran is the most prolific applier of the death penalty in the world after china. ,the islamic republic is the most prolific applier of the death penalty in the world after china.
0,john duncan is great britain's ambassador for multilateral arms control and disarmament. ,at un assembly chinese government urges increased efforts toward global arms control and disarmament.
2,the treaty was amended in 1999 after the collapse of the soviet union. ,the treaty was amended in 1999 to reflect changes since the soviet breakup.
2,kashmir is divided between india and pakistan. ,kashmir is claimed by both india and pakistan.
0,south korea and israel oppose proliferation of weapons of mass destruction and an arms race. ,china will resolutely oppose the proliferation of mass destructive weapons.
2,kadhafi warns that us and britain's failure to compensate libya for nuclear disarmament will deter iran and north korea from disarming. ,western countries' failure to sufficiently compensate libya will deter iran and north korea from disarming.
2,russia ratified the amended treaty. ,russia ratified the updated treaty in 2004.
2,a staff of 30 specialists will conduct research and training on cyber warfare and will be prepared to assist nato members with response to any future cyber attacks. ,a staff of 30 specialists will conduct research and training on cyber warfare.
2,jamaat-i-islami's youth wing staged a separate demonstration in kashmir. ,jamaat-i-islami's youth wing's demonstration was against a us attack on iraq.
2,iran is the most prolific applier of the death penalty in the world after china. ,the islamic republic is the most prolific applier of the death penalty in the world after china.
2,china will resolutely oppose the means of the delivery of mass destructive weapons. ,china has always opposed the proliferation of weapons of mass destruction.
2,a breakdown of order in china will lead to significant global turmoil. ,a breakdown of order in china will be worse than in afghanistan or yugoslavia.
2,north korea has claimed nuclear ambitions and currently north korea is reported to have missiles aimed at japan. ,north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on
0,abuja is the capital of ,tskhinvali is the capital of georgia.
2,the united states government has accused the iranian government of trying to develop nuclear weapons under the cover of a civilian nuclear program. ,the us and allies have accused iran of attempting to develop nuclear weapons under the guise of a civilian nuclear program.
0,tirana is the capital of ,abuja is the capital of
2,"in an armed clash iranian police kill 4 alleged drug traffickers, arrest 2, and seize nearly 5 metric tons of opium and morphine. ",during armed clashes in southeastern iran police seized nearly 5 metric tons (5.5 tons) of opium and morphine.
2,iran's nuclear projects are for peaceful purposes. ,iran insists that its nuclear program is for peaceful purposes
2,china will resolutely oppose the proliferation of mass destructive weapons. ,china will resolutely oppose the means of the delivery of mass destructive weapons.
0,china is north korea's closest ally. ,north korea is a reclusive state.
2,libyan foreign minister abdel rahman shalgam visited london during the first visit by a libyan foreign minister since 1969. ,shalgam's visit to london is the first by a libyan foreign minister since 1969.
2,goff stated that this presents a major threat to global security. ,it presents a major threat to global security.
0,cambodia and vietnam finalized an agreement to stop asian and european drug traffickers. ,syrian and russian officials signed an agreement of cooperation in combating drug trafficking.
2,activists have stated that russia is imprisoning people without evidence of illegal activity. ,russia imprisons people without evidence of illegal activity.
2,restraining extremist groups is becoming increasingly difficult because of how the groups are financed. ,bruguiere stated-- restraining extremist groups particularly across europe was becoming increasingly difficult because of how the groups are financed.
0,zabol is a town in southeastern iran. ,khoramabad is a city in western iran.
2,"detainees to be accused of homicide, criminal collaboration, kidnapping and the funding of terrorism and include members of the military and police. ","iguaran stated that the detainees will be accused of homicide, criminal collaboration, kidnappings and the funding of terrorism."
2,existing rods could produce 3-6 atomic bombs in 6-8 months. ,experts stated that the rods could produce 3-6 atomic bombs in 6-8 months.
1,the international atomic energy agency may have been tricked because it was eager for a deal. ,the international atomic energy agency plan draws out negotiations for many months.
2,myanmar government has stated myanmar will become opium-free by 2014. ,myanmar government stated myanmar is on track to be drug-free by 2014.
2,jewish-american group the anti-defamation league (adl) published full-page advertisements in swiss and international papers in april 2008 accusing switzerland of funding terrorism through the deal. ,the anti-defamation league took out full-page advertisments in swiss and international newspapers earlier in april 2008 accusing switzerland of funding terrorism through the deal.
0,"france provides the rockets, guns and engines. ",britain provides fuel tanks and gearboxes.
2,"capital offenses in saudi arabia include rape, murder, apostasy, armed robbery and drug trafficking. ","capital offences in iran include murder, rape, armed robbery, serious drug trafficking and adultery."
2,bae systems is the uk's largest defense company. ,bae systems is the uk's largest military
1,lavrov has told us secretary of state condoleezza rice that russia remains open to dialogue. ,u.s. secretary of state condoleezza rice demanded russia withdraw its forces.
2,additional individuals and entities are subject to an assets freeze. ,the resolution includes a broadened list of individuals and entities subject to an assets freeze.
2,withdrawal from the treaty would allow russia to bolster forces near russian borders. ,withdrawal from the conventional forces in europe treaty would allow russia to bolster forces near russian borders.
0,fan stated the commission is primarily concerned with the term of future investment in taiwan. ,fan stated the commission will ensure the commitments are upheld once the investments are under way.
1,government spokesman maseko stated that if administrative papers are in order the government of south africa cannot intervene to prevent weapons from being transported through its territory to a neighboring landlocked country. ,spokesman themba maseko stated as long as administrative papers are in order south africa cannot intervene to prevent weapons being transported through south african territory to zimbabwe.
2,president dmitry medvedev's statement was posted on the kremlin website and carried in full by state news agencies. ,the statement was posted on the kremlin web site and carried by state news agencies.
0,turkmenistan borders afghanistan. ,sistan-baluchestan borders afghanistan and pakistan.
2,the number of executions increased in iran last year amid a campaign that is aimed at improving security in society. ,the number of executions increased dramatically in 2007 amid a campaign which iranian authorities state is aimed at improving security in society.
2,syria denies having an undeclared nuclear program. ,syria denies the existence of an undeclared nuclear program.
0,amnesty international is a rights group based in london. ,the international institute for strategic studies is located in london.
1,the number 254 was tabulated with an afp count compiled from press and witness reports. ,the number of executions in iran in 2007 was calculated by an afp count compiled from press reports.
2,the iranian government stated-- the iranian nuclear program remains peaceful. ,the iranian government says the nuclear program is peaceful.
0,shingarev said it is very difficult to make a nuclear weapon from the plutonium in this fuel. ,donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail.
0,paris is the capital of france. ,lima is the capital of
2,an indian government official spoke on condition of anonymity. ,the official spoke on condition of anonymity.
2,russia had threatened several times to withdraw from the cfe when it was at odds with the united states over u.s. plans to install a missile defense shield in eastern ,russia has repeatedly threatened withdrawal from the cfe in opposition to plans for the extension of the us missile defense shield to eastern europe.
0,the plan for tunisia is the creation of electronic databases to facilitate tax collection. ,the plan for nigeria and mozambique is the creation an electronic database for real estate.
2,china has been praised by the international community for efforts to resolve the korean peninsula nuclear issue. ,china has been praised especially by the asia-pacific states for efforts to resolve the korean peninsula nuclear issue.
1,the russian foreign ministry stated that russia has not suspended dialogue. ,russian officials stated that russia will not reconsider the suspension.
1,arms smugglers and drug cartels must be eliminated from southeast asia. ,arms smugglers and drug cartels abet terrorists.
2,the new law attempts to remove any legal obstacles to building more advanced spy satellites and to help innovation in japans's space industry. ,the purpose of the new law is to remove any legal obstacles to building more advanced spy satellites and to encourage innovation in japans's space industry.
2,zhang stated-- china opposes restricting the peaceful use of nuclear energy by non-nuclear-weapon states on the basis of non-proliferation because the peaceful use of nuclear energy is a crucial objective of the npt. ,zhang yan stated that china opposes using non-proliferation as a pretext for restricting and depriving non-nuclear-weapon states of the right to peaceful use of nuclear energy.
2,non-proliferation expert at the international institute for strategic studies mark fitzpatrick stated that the iaea report -- had an unusually strong tenor. ,senior fellow at the international institute for strategic studies mark fitzpatrick stated that-- the international atomic energy agency plan is superficial.
2,"the treaty limits the number of aircraft, tanks and other non-nuclear heavy weapons around europe. ","the conventional forces in europe treaty limits the number of military aircraft, tanks and other non-nuclear heavy weapons in europe."
2,estonian officials stated that some of the cyber attacks that caused estonian government websites to shut down temporarily came from computers in the administration of russia including in the office of president vladimir putin. ,officials in estonia including prime minister andrus ansip have claimed that some of the cyber attacks came from russian government computers including computers in the office of russian president vladimir putin.
2,britain has struck an agreement to supply saudi arabia with typhoon jets in a deal worth an estimated 8 billion pounds (about 13.9 billion us dollars). ,the uk agreed to supply saudi arabia with typhoon jets in a deal worth an estimated 8 billion pounds (approximately 13.9 billion us dollars) to the uk defense company bae systems.
2,opium is the raw ingredient for heroin. ,the poppies yielded the raw ingredient for heroin.
2,wi sung-lac refused to give any details about the north korean nuclear reactor project. ,south korea has so far taken a cautious stance on the issue of the north korean nuclear reactor project.
2,the agreement aimed to establish a wider cooperation covering national security and the fight against global terrorism. ,in a statement the british ministry of defense stated-- the agreement aims to establish wider cooperation covering national security and the fight against global terrorism.
2,many of those executed in iran are hanged in public. ,many of the people executed are hanged in public.
2,the united states and the allies of the united states believe iran is pursuing nuclear arms. ,the united states and some european nations believe that iran's nuclear projects are for the purpose of making nuclear weapons.
2,the cfe is very important for european security. ,the cfe is a cornerstone of european security.
2,indian troops already fighting rebels in kashmir are now engaged in a massive campaign to destroy poppy crops in the region. ,indian troops already fighting rebels are now also engaged in a massive operation to destroy poppy crops in kashmir.
0,the matter is delicate. ,the iaea report is restricted.
1,last week russia announced that it will suspend participation in the cfe. ,nato regrets russia's decision to suspend participation in the cfe.
2,"the u.s., other western nations and nato condemned the violence. ","the u.s., other western nations and nato demanded a cease-fire."
0,indian nationals constitute the largest number of foreign inmates in nepal prisons. ,drug traffickers from foreign countries constitute the largest percentage of foreign inmates in nepal.
2,the judicial order accused raghad of funding terrorism. ,the court accused raghad saddam hussein of funding terrorism.
2,myanmar's military rulers burned approximately 250 million dollars worth of illegal drugs to mark the international day against drug abuse and illicit trafficking. ,myanmar's military rulers incinerated the drugs to mark the international day against drug abuse and illicit trafficking.
2,iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society. ,the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.
2,india accuses islamabad of funding and training guerrillas. ,india accuses pakistan of funding and training the cross-border guerrillas.
2,the ensuing battle and airstrikes killed at least 10 militants. ,an ensuing battle killed at least 10 militants.
0,the panamanian foreign ministry communique stated that the task force will facilitate the technological transfer and promote the biofuel production and consumption. ,the panamanian foreign ministry communique stated that panama and brazil signed 3 juridical-issue treaties that included an extradition
2,vietnam has among the world's harshest drug laws. ,vietnam's drug laws are among the world's strictest laws.
2,"the indian government has prohibited direct or indirect export and import of all items, materials, goods and technology that could contribute to iran's enrichment-related, reprocessing or heavy water-related activities. ","india has prohibited direct or indirect export and import of all items, materials, goods and technology that could contribute to iran's nuclear weapons delivery systems."
2,"the vietnam news agency reported that the ministry of public security stated that foreigners involved in drug trafficking cases in vietnam came mostly from laos, cambodia, australia, china, the united states and taiwan. ",the vietnam news agency reported that the ministry of public security stated that police admitted that drug trafficking into vietnam is increasing but actions to prevent and stop the drug trafficking along the borders remained limited.
2,saferworld team leader on transfer controls and small arms roy isbister stated-- the eu embargo prohibits direct or indirect supply of military equipment for use in myanmar. ,saferworld team leader on transfer controls and small arms roy isbister stated that -- the eu embargo explicitly states that no military equipment should be supplied either directly or indirectly for use in myanmar.
2,the united states and other nato members have refused to ratify the amended treaty. ,the united states and other nato members have refused to do ratify the updates cfe.
